MAG	Depth_m	Zone	Estimated_Genome_Size	Cluster_Representative	Total_CDS	Total_KOs	Unique_KOs	TKO_Density	UKO_Density	CDS_Density	Quality	Completeness	Contamination	Strain.heterogeneity	Domain	Phylum	Class	Order	Family	Genus	Species	Contigs	Bases	Max	N50	N90	Sample	Count_of_Unique_Defense_Systems	Count_of_Unique_Genes_in_Systems	List_of_Defense_SubSystems_in_Genome	List_of_Unique_Genes_in_Systems	DS_Prevalence_per_Mbp	DS_Gene_Prevalence_per_PEG_Perc	Virus_List	Virus_Regions	Prophage_Count	Prophage_Base_Pairs	Prophage_Perc
Bin_S56.58	4000	Bathypelagic	3325148.62122478	FALSE	2696	1941	1561	69.6828586270861	56.0406709515103	96.7877315088224	79.51	83.77	1.42	16.67	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	Spongiibacter	Spongiibacter sp002306875	404	2785477	44307	8375	3567	MP1845	4	5	Defense_System|pAgo|pAgo,Defense_System|RM|RM_Type_I,Defense_System|PD-Lambda-1|PD-Lambda-1	Bin_S56.58_02705,Bin_S56.58_00664,Bin_S56.58_00662,Bin_S56.58_00665,Bin_S56.58_01315	1.43601975532377	0.185459940652819	{'MP1845_6069', 'MP1845_4974', 'MP1845_21073'}	['S56CMP1845_Scaffold_4974|0|8457', 'S56CMP1845_Scaffold_21073|0|2776', 'S56CMP1845_Scaffold_6069|0|7224']	3	18457	0.662615415600272
Bin_S56.6	4000	Bathypelagic	2007204.78639656	FALSE	1641	966	844	50.5160375345664	44.136165299352	85.814510967105	89.18	95.27	2.03	0	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	JABDDC01		49	1912264	214516	54974	21492	MP1845	4	21	Defense_System|RM|RM_Type_I,Defense_System|Cas|CAS_Class1-Subtype-I-E,Defense_System|AbiE|AbiE,Defense_System|RM|RM_Type_II	Bin_S56.6_00596,Bin_S56.6_01400,Bin_S56.6_01397,Bin_S56.6_00353,Bin_S56.6_01403,Bin_S56.6_00695,Bin_S56.6_00595,Bin_S56.6_01398,Bin_S56.6_00348,Bin_S56.6_00355,Bin_S56.6_01395,Bin_S56.6_00907,Bin_S56.6_01401,Bin_S56.6_00347,Bin_S56.6_01399,Bin_S56.6_01402,Bin_S56.6_00352,Bin_S56.6_00354,Bin_S56.6_00901,Bin_S56.6_00689,Bin_S56.6_01396	2.09176138859488	1.27970749542962	{'MP1845_1770_fragment_1', 'MP1845_5654'}	['S56CMP1845_Scaffold_5654|0|7655', 'S56CMP1845_Scaffold_1770|8887|21470']	2	20238	1.05832667455958
Bin_S56.60	4000	Bathypelagic	4020681.85136516	FALSE	2677	1782	1377	64.7114042047887	50.0042668855186	97.2123619844104	63.3	68.49	1.73	37.5	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Croceicoccus	Croceicoccus sp002694745	459	2753765	41734	6917	3252	MP1845	2	1	Defense_System|RloC|RloC	Bin_S56.60_01525	0.726278386136798	0.0373552484124019	set()	[]	0	0	0
Bin_S56.61	4000	Bathypelagic	2585218.96955504	FALSE	1907	1393	1197	63.0951404965266	54.21743228596	86.3764773344409	79.1	85.4	2.1	66.67	Bacteria	SAR324	SAR324	SAR324	NAC60-12	Arctic96AD-7	Arctic96AD-7 sp002082305	363	2207777	40173	6963	3237	MP1845	2	1	Defense_System|dGTPase|dGTPase	Bin_S56.61_01007	0.905888592914955	0.0524383848977451	set()	[]	0	0	0
Bin_S56.62	4000	Bathypelagic	3572044.46592557	TRUE	2954	2101	1643	71.0703925007036	55.5776558203979	99.9247688943734	72.41	82.76	3.45	50	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	Spongiibacter	Spongiibacter tropicus	432	2956224	28718	8350	3533	MP1845	3	2	Defense_System|Retron|Retron_XI,Defense_System|Rst_PARIS|PARIS_II_merge	Bin_S56.62_01885,Bin_S56.62_01134	1.01480807949601	0.0677048070412999	{'MP1845_5146', 'MP1845_15228', 'MP1845_7960', 'MP1845_10248'}	['S56CMP1845_Scaffold_5146|0|8240', 'S56CMP1845_Scaffold_10248|0|4802', 'S56CMP1845_Scaffold_7960|0|5838', 'S56CMP1845_Scaffold_15228|0|3549']	4	22429	0.758704347167197
Bin_S56.63	4000	Bathypelagic	4777180.25993596	FALSE	2638	1721	1393	67.857290715853	54.9245822005713	104.013673973516	42.74	53.09	3.45	0	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter_A		348	2536205	36834	8811	3765	MP1845	3	3	Defense_System|BstA|BstA,Defense_System|RM|RM_Type_IIG,Defense_System|RM|RM_Type_IV	Bin_S56.63_00250,Bin_S56.63_01752,Bin_S56.63_00687	1.18286968127576	0.113722517058378	{'MP1845_7741_1'}	['S56CMP1845_Scaffold_7741|1275|5973']	1	4698	0.185237392087785
Bin_S56.64	4000	Bathypelagic	3420994.34892389	FALSE	2847	1915	1129	67.3053706171112	39.6802942176076	100.061822531026	74.86	83.17	2.77	16.67	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA9611	UBA9611 sp002746355	433	2845241	33849	7660	3469	MP1845	3	3	Defense_System|SoFIC|SoFic,Defense_System|RM|RM_Type_II	Bin_S56.64_00791,Bin_S56.64_02008,Bin_S56.64_00792	1.05439222898869	0.105374077976818	set()	[]	0	0	0
Bin_S56.65	4000	Bathypelagic	4211619.09814324	FALSE	3877	2838	1995	71.4960330786298	50.2588393206013	97.6709373664015	92.45	94.25	0.6	0	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudooceanicola		130	3969451	135990	55208	14451	MP1845	7	14	Defense_System|Gao_Qat|Gao_Qat,Defense_System|RM|RM_Type_II,Defense_System|PD-T7-2|PD-T7-2,Defense_System|PD-Lambda-1|PD-Lambda-1,Defense_System|AbiE|AbiE,Defense_System|DRT|DRT_5	Bin_S56.65_03675,Bin_S56.65_03680,Bin_S56.65_03679,Bin_S56.65_00281,Bin_S56.65_00279,Bin_S56.65_03704,Bin_S56.65_03516,Bin_S56.65_03678,Bin_S56.65_03676,Bin_S56.65_00280,Bin_S56.65_03517,Bin_S56.65_03705,Bin_S56.65_03393,Bin_S56.65_03677	1.76346804633689	0.361103946350271	{'MP1845_341_fragment_1', 'MP1845_18573_1', 'MP1845_1159_fragment_1', 'MP1845_2907'}	['S56CMP1845_Scaffold_18573|0|1925', 'S56CMP1845_Scaffold_341|17031|32082', 'S56CMP1845_Scaffold_1159|6321|22352', 'S56CMP1845_Scaffold_2907|0|13369']	4	46376	1.16832277309885
Bin_S5.67	400	Mesopelagic	2527116.69855152	FALSE	1746	1350	1060	72.9988579734219	57.3176218161683	94.4118563122924	64.45	73.18	2.91	29.41	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA11889	UBA11889 sp002719135	327	1849344	31526	6260	3083	MP0319	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S56.73	4000	Bathypelagic	3950534.67766575	FALSE	3643	2559	1797	65.9701007726158	46.326014493314	93.9152313851659	98.19	98.19	0	0	Bacteria	Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp001627335	43	3879030	463208	128508	45295	MP1845	5	10	Defense_System|Wadjet|Wadjet_I,Defense_System|Hachiman|Hachiman,Defense_System|RM|RM_Type_I,Defense_System|CBASS|CBASS_II	Bin_S56.73_03253,Bin_S56.73_01866,Bin_S56.73_03229,Bin_S56.73_01998,Bin_S56.73_01999,Bin_S56.73_03255,Bin_S56.73_03254,Bin_S56.73_01869,Bin_S56.73_03228,Bin_S56.73_02000	1.28898203932426	0.274499039253363	{'MP1845_205_fragment_2'}	['S56CMP1845_Scaffold_205|23593|34749']	1	11156	0.28759767261403
Bin_S56.74	4000	Bathypelagic	2580587.83783784	FALSE	1287	945	878	61.8573706493649	57.4717157990925	84.243847646278	57.97	59.2	0.41	100	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter sp000511655	321	1527708	36567	4890	2918	MP1845	3	7	Defense_System|DarTG|DarTG,Defense_System|RM|RM_Type_I,Defense_System|RM|RM_Type_IV	Bin_S56.74_00006,Bin_S56.74_00655,Bin_S56.74_00591,Bin_S56.74_00009,Bin_S56.74_00010,Bin_S56.74_00005,Bin_S56.74_00592	1.96372605236079	0.543900543900544	set()	[]	0	0	0
Bin_S56.79	4000	Bathypelagic	2811456.88598284	FALSE	2788	1850	1574	67.2274037794156	57.1978019182704	101.313514452438	95.81	97.88	0.69	66.67	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas		136	2751854	89855	31603	9576	MP1845	5	14	Defense_System|RM|RM_Type_III,Defense_System|CBASS|CBASS_II,Defense_System|RM|RM_Type_IIG,Defense_System|RM|RM_Type_II,Defense_System|pAgo|pAgo,Defense_System|AbiE|AbiE,Defense_System|CBASS|CBASS_I	Bin_S56.79_02368,Bin_S56.79_00861,Bin_S56.79_00906,Bin_S56.79_00523,Bin_S56.79_00521,Bin_S56.79_01196,Bin_S56.79_00531,Bin_S56.79_00904,Bin_S56.79_00522,Bin_S56.79_00532,Bin_S56.79_01435,Bin_S56.79_01434,Bin_S56.79_00524,Bin_S56.79_02369	1.81695685890312	0.502152080344333	{'MP1845_2606_fragment_1', 'MP1845_1055_fragment_1_1', 'MP1845_964_fragment_1', 'MP1845_2588_fragment_1', 'MP1845_6475'}	['S56CMP1845_Scaffold_1055|9649|24216', 'S56CMP1845_Scaffold_964|20783|36634', 'S56CMP1845_Scaffold_2588|5296|14797', 'S56CMP1845_Scaffold_2606|5688|14683', 'S56CMP1845_Scaffold_6475|0|6862']	5	55776	2.02685171524361
Bin_S56.81	4000	Bathypelagic	5003670	FALSE	2667	1688	1247	67.4704766701241	49.8434149334389	106.601754312335	50	50	0	0	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Oricola	Oricola sp002706335	618	2501835	18882	4043	2764	MP1845	3	4	Defense_System|RM|RM_Type_I,Defense_System|AbiJ|AbiJ,Defense_System|RM|RM_Type_IV	Bin_S56.81_02676,Bin_S56.81_02653,Bin_S56.81_02677,Bin_S56.81_00365	1.19911984603301	0.149981252343457	{'MP1845_13340', 'MP1845_10173', 'MP1845_17679'}	['S56CMP1845_Scaffold_17679|0|3179', 'S56CMP1845_Scaffold_10173|0|4834', 'S56CMP1845_Scaffold_13340|0|3923']	3	11936	0.477089816075001
Bin_S56.83	4000	Bathypelagic	2006620.68965517	FALSE	1690	1089	969	62.3797085510036	55.5059114654935	96.805975620933	83.7	87	1.1	100	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Micavibrionales	GCA-2720935			223	1745760	47493	9513	3974	MP1845	3	4	Defense_System|DRT|DRT_3,Defense_System|DRT|DRT_4,Defense_System|Uzume|Uzume	Bin_S56.83_01282,Bin_S56.83_01296,Bin_S56.83_00807,Bin_S56.83_00806	1.71844927137751	0.236686390532544	{'MP1845_1268_fragment_1', 'MP1845_4076', 'MP1845_7141', 'MP1845_14162', 'MP1845_9069'}	['S56CMP1845_Scaffold_1268|14789|26062', 'S56CMP1845_Scaffold_9069|0|5263', 'S56CMP1845_Scaffold_14162|0|3749', 'S56CMP1845_Scaffold_4076|0|10011', 'S56CMP1845_Scaffold_7141|0|6348']	5	36644	2.09902850334525
Bin_S56.85	4000	Bathypelagic	4791326.83808758	FALSE	4134	3137	2285	65.7618214578077	47.9011036120786	86.6622154627278	92.06	99.56	2.5	11.11	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas_B	Alteromonas_B sp002729795	34	4770245	659187	181394	66899	MP1845	6	6	Defense_System|dGTPase|dGTPase,Defense_System|Lamassu-Fam|Lamassu-Fam,Defense_System|AbiJ|AbiJ,Defense_System|pAgo|pAgo,Defense_System|SoFIC|SoFic	Bin_S56.85_04052,Bin_S56.85_02737,Bin_S56.85_03945,Bin_S56.85_01828,Bin_S56.85_03765,Bin_S56.85_01824	1.25779703138937	0.145137880986938	{'MP1845_131_fragment_2'}	['S56CMP1845_Scaffold_131|111473|154624']	1	43151	0.904586661691381
Bin_S56.86	4000	Bathypelagic	3427356.71883432	FALSE	3126	2135	1684	67.2346498728053	53.0319205554117	98.4428644039294	90.22	92.65	0.81	66.67	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas sp000682775	222	3175446	70232	23084	6877	MP1845	3	3	Defense_System|pAgo|pAgo,Defense_System|RM|RM_Type_II	Bin_S56.86_02440,Bin_S56.86_02446,Bin_S56.86_02368	0.944749178540589	0.0959692898272553	set()	[]	0	0	0
Bin_S56.89	4000	Bathypelagic	1899419.62156146	FALSE	1142	775	715	64.8782590860956	59.8554261245914	95.6012540339627	61.6	62.89	0.43	0	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	UBA2137	UBA2137 sp002328415	240	1194545	17337	5507	2908	MP1845	0	0	NA	NA	0	0	{'MP1845_11979'}	['S56CMP1845_Scaffold_11979|0|4276']	1	4276	0.357960562389864
Bin_S5.69	400	Mesopelagic	4098250.07756748	TRUE	3527	2612	2057	65.9163508385155	51.9103880837774	89.0072624071379	92.13	96.69	1.52	28.57	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas atlantica	280	3962598	102976	20331	6685	MP0319	6	8	Defense_System|dGTPase|dGTPase,Defense_System|RM|RM_Type_I,Defense_System|CapRel|CapRel,Defense_System|AbiE|AbiE,Defense_System|PD-Lambda-1|PD-Lambda-1	Bin_S5.69_00382,Bin_S5.69_02470,Bin_S5.69_03262,Bin_S5.69_00703,Bin_S5.69_01964,Bin_S5.69_01965,Bin_S5.69_03261,Bin_S5.69_03263	1.51415813564737	0.22682166146867	{'MP0319_490', 'MP0319_2651'}	['S5CMP0319_Scaffold_490|0|19498', 'S5CMP0319_Scaffold_2651|0|8114']	2	27612	0.69681557402492
Bin_S56.9	4000	Bathypelagic	3486944.7815534	FALSE	3040	1955	1414	56.7013284352667	41.0105771905202	88.1698406359134	87.09	98.88	3.93	100	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Balneola	Balneola sp002364085	31	3447891	547325	215093	50695	MP1845	9	23	Defense_System|PrrC|PrrC,Defense_System|PD-Lambda-5|PD-Lambda-5,Defense_System|RM|RM_Type_IIG,Defense_System|RM|RM_Type_I,Defense_System|RM|RM_Type_II,Defense_System|Pycsar|Pycsar,Defense_System|Druantia|Druantia_III,Defense_System|SoFIC|SoFic,Defense_System|Cas|CAS_Class2-Subtype-II-C,Defense_System|AbiE|AbiE	Bin_S56.9_00765,Bin_S56.9_00766,Bin_S56.9_00903,Bin_S56.9_02078,Bin_S56.9_02907,Bin_S56.9_00605,Bin_S56.9_02080,Bin_S56.9_00604,Bin_S56.9_02077,Bin_S56.9_02079,Bin_S56.9_02603,Bin_S56.9_02906,Bin_S56.9_02601,Bin_S56.9_02076,Bin_S56.9_02890,Bin_S56.9_02908,Bin_S56.9_02889,Bin_S56.9_02905,Bin_S56.9_00603,Bin_S56.9_02602,Bin_S56.9_02084,Bin_S56.9_01201,Bin_S56.9_02083	2.61029133461586	0.756578947368421	{'MP1845_40_fragment_1'}	['S56CMP1845_Scaffold_40|109788|138607']	1	28819	0.835844288581048
Bin_S5.70	400	Mesopelagic	3245084.4991606	FALSE	2780	1972	1121	68.0121249202013	38.6620649267473	95.8791619057604	83.41	89.35	1.98	0	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA9611	UBA9611 sp009391975	284	2899483	64964	15725	4124	MP0319	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S57.10	2000	Bathypelagic	3525160.55045872	TRUE	2482	1457	1043	52.664947555544	37.7004394649502	89.7147562339466	71.22	78.48	2.42	37.5	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA1096	UBA1096	UBA1096 sp003972865	455	2766546	29297	6968	3195	MP1847	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S57.100	2000	Bathypelagic	4784874.33128091	TRUE	4094	3103	2268	65.4589563061994	47.8443161142315	86.3644753843314	95.29	99.07	1.26	0	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas_B	Alteromonas_B sp002729795	39	4740375	659085	193553	60244	MP1847	5	5	Defense_System|dGTPase|dGTPase,Defense_System|Lamassu-Fam|Lamassu-Fam,Defense_System|SoFIC|SoFic,Defense_System|pAgo|pAgo	Bin_S57.100_04103,Bin_S57.100_02187,Bin_S57.100_00563,Bin_S57.100_00567,Bin_S57.100_02039	1.05476887377053	0.122129946262824	{'MP1847_82_fragment_2'}	['S57CMP1847_Scaffold_82|108997|152148']	1	43151	0.910286633441447
Bin_S57.101	2000	Bathypelagic	5392979.79290238	FALSE	5102	3400	2093	63.3808422456429	39.0165008294502	95.1085462168441	95.27	99.47	1.4	37.5	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Rhodococcus_B	Rhodococcus_B sp001942265	84	5364397	357998	110493	32028	MP1847	10	27	Defense_System|CBASS|CBASS_II,Defense_System|RM|RM_Type_IIG,Defense_System|Wadjet|Wadjet_II,Defense_System|RloC|RloC,Defense_System|RM|RM_Type_II,Defense_System|Cas|CAS_Class1-Subtype-IV-B,Defense_System|AbiJ|AbiJ,Defense_System|SoFIC|SoFic,Defense_System|CBASS|CBASS_I,Defense_System|AbiE|AbiE,Defense_System|Cas|CAS_Class1-Subtype-III-D,Defense_System|AbiD|AbiD	Bin_S57.101_00016,Bin_S57.101_02895,Bin_S57.101_00019,Bin_S57.101_04025,Bin_S57.101_04020,Bin_S57.101_05001,Bin_S57.101_00061,Bin_S57.101_00015,Bin_S57.101_00056,Bin_S57.101_05005,Bin_S57.101_05002,Bin_S57.101_04022,Bin_S57.101_04800,Bin_S57.101_04023,Bin_S57.101_04014,Bin_S57.101_00057,Bin_S57.101_00017,Bin_S57.101_02897,Bin_S57.101_02896,Bin_S57.101_02894,Bin_S57.101_04595,Bin_S57.101_04801,Bin_S57.101_04746,Bin_S57.101_05006,Bin_S57.101_04015,Bin_S57.101_04024,Bin_S57.101_04478	1.8641424189895	0.529204233633869	{'MP1847_74_fragment_3', 'MP1847_23_fragment_4'}	['S57CMP1847_Scaffold_74|147653|164092', 'S57CMP1847_Scaffold_23|215729|222872']	2	23582	0.439602065246103
Bin_S57.105	2000	Bathypelagic	2077939.5181958	FALSE	1180	962	849	79.0976617678739	69.8065642837057	97.0220799231717	56.31	58.53	0.74	50	Bacteria	Gammaproteobacteria	Gammaproteobacteria	SAR86	SAR86	AEGEAN-183	AEGEAN-183 sp012965075	135	1216218	42295	12563	4278	MP1847	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S57.107	2000	Bathypelagic	3133773.10496863	TRUE	1890	1265	1064	68.4528995349532	57.5761937590436	102.273502071985	57.26	58.97	0.57	100	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter_A	Erythrobacter_A flavus	351	1847986	20244	5571	3110	MP1847	2	1	Defense_System|RM|RM_Type_IIG	Bin_S57.107_00364	1.08225928118503	0.0529100529100529	{'MP1847_15280'}	['S57CMP1847_Scaffold_15280|0|3567']	1	3567	0.19302094279935
Bin_S57.110	2000	Bathypelagic	4484802.55122812	FALSE	3355	2303	1610	69.6854411893305	48.7162658770395	101.517436035694	67.03	73.69	2.22	23.08	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudooceanicola		590	3304851	37193	6491	3054	MP1847	4	8	Defense_System|Gao_Qat|Gao_Qat,Defense_System|AbiE|AbiE,Defense_System|RM|RM_Type_II	Bin_S57.110_00791,Bin_S57.110_01629,Bin_S57.110_00793,Bin_S57.110_00790,Bin_S57.110_00789,Bin_S57.110_00792,Bin_S57.110_00788,Bin_S57.110_01631	1.21034200936744	0.238450074515648	{'MP1847_19150_1', 'MP1847_9825', 'MP1847_8404'}	['S57CMP1847_Scaffold_19150|0|1924', 'S57CMP1847_Scaffold_8404|0|5428', 'S57CMP1847_Scaffold_9825|0|4833']	3	12185	0.368700434603557
Bin_S57.13	2000	Bathypelagic	3503186.98673405	FALSE	3284	2270	1742	68.2229308991872	52.3543372803455	98.697843644463	86.61	94.98	2.79	90	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas sp000682775	191	3327327	94461	27753	7615	MP1847	4	4	Defense_System|SoFIC|SoFic,Defense_System|SanaTA|SanaTA,Defense_System|pAgo|pAgo	Bin_S57.13_01172,Bin_S57.13_01171,Bin_S57.13_02992,Bin_S57.13_03048	1.20216618324559	0.121802679658952	set()	[]	0	0	0
Bin_S57.17	2000	Bathypelagic	3781672	FALSE	3390	2398	1839	63.4111049292482	48.629283554999	89.6428881193292	93.88	100	2.04	0	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Nevskiales	Oceanococcaceae	Abyssibacter		63	3781672	598236	297117	52962	MP1847	6	15	Defense_System|RM|RM_Type_III,Defense_System|Olokun|Olokun,Defense_System|RM|RM_Type_IV,Defense_System|RM|RM_Type_II,Defense_System|DarTG|DarTG,Defense_System|SoFIC|SoFic,Defense_System|Cas|CAS_Class1-Subtype-I-F	Bin_S57.17_02526,Bin_S57.17_02258,Bin_S57.17_02904,Bin_S57.17_00936,Bin_S57.17_02525,Bin_S57.17_02257,Bin_S57.17_02905,Bin_S57.17_00937,Bin_S57.17_00389,Bin_S57.17_03285,Bin_S57.17_00934,Bin_S57.17_03426,Bin_S57.17_03427,Bin_S57.17_02584,Bin_S57.17_00935	1.58659978972264	0.442477876106195	{'MP1847_540', 'MP1847_19136', 'MP1847_8674'}	['S57CMP1847_Scaffold_8674|0|5309', 'S57CMP1847_Scaffold_19136|0|3063', 'S57CMP1847_Scaffold_540|0|46033']	3	54405	1.438649359331
Bin_S57.18	2000	Bathypelagic	2283514.64435146	TRUE	2011	1545	1168	76.5112077776985	57.8414826435935	99.5883746543377	76.88	88.43	3.85	16.67	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	MedAcidi-G1			187	2019312	39981	16232	5451	MP1847	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S5.72	400	Mesopelagic	2590460.36690897	TRUE	2209	1656	1139	73.7589258990037	50.7315317626602	98.3897749461952	82.35	86.67	1.44	50	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	TK06	UBA2110	UBA2110 sp002388005	331	2245152	32104	8110	3513	MP0319	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S57.2	2000	Bathypelagic	1156658.21982895	FALSE	760	459	422	62.8496783575284	57.783364415854	104.064826910069	60.59	63.14	0.85	0	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	OLB19		1	730314	730314	730314	0	MP1847	2	3	Defense_System|RM|RM_Type_I	Bin_S57.2_00269,Bin_S57.2_00272,Bin_S57.2_00270	2.73854807658076	0.394736842105263	set()	[]	0	0	0
Bin_S57.21	2000	Bathypelagic	1069610.75231279	FALSE	726	428	384	69.845621593394	62.6652305884657	118.476451581318	54.38	57.29	0.97	0	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus		115	612780	19929	6067	3057	MP1847	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S57.26	2000	Bathypelagic	2216217.48107364	TRUE	1516	1225	1097	76.0830814828065	68.1331758258275	94.1566951248446	67.31	72.65	1.78	12.5	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Methylococcales	Cycloclasticaceae	Cycloclasticus	Cycloclasticus sp002700385	311	1610082	18983	5652	3064	MP1847	3	2	Defense_System|DRT|DRT_2,Defense_System|AbiD|AbiD	Bin_S57.26_01280,Bin_S57.26_01166	1.86325913835444	0.131926121372032	set()	[]	0	0	0
Bin_S57.27	2000	Bathypelagic	5609442.70289098	FALSE	3213	2292	1525	71.1593068114856	47.346397420382	99.7534261715982	51.93	57.42	1.83	25	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marinovum	Marinovum algicola	625	3220942	50017	5385	3029	MP1847	3	4	Defense_System|Lamassu-Fam|Lamassu-Fam,Defense_System|SpbK|SpbK	Bin_S57.27_03221,Bin_S57.27_03220,Bin_S57.27_03219,Bin_S57.27_03226	0.931404539417351	0.124494242141301	{'MP1847_15637', 'MP1847_8088', 'MP1847_10134', 'MP1847_4055', 'MP1847_17518'}	['S57CMP1847_Scaffold_15637|0|3510', 'S57CMP1847_Scaffold_8088|0|5560', 'S57CMP1847_Scaffold_17518|0|3246', 'S57CMP1847_Scaffold_10134|0|4726', 'S57CMP1847_Scaffold_4055|0|9280']	5	26322	0.817214342884783
Bin_S57.30	2000	Bathypelagic	3621226.20870707	TRUE	3142	2145	1713	64.7933484870225	51.7440587218039	94.9094176905476	85.84	91.42	1.86	57.14	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae	Alcanivorax	Alcanivorax profundi	249	3310525	79448	21873	5865	MP1847	0	0	NA	NA	0	0	{'MP1847_701', 'MP1847_20555'}	['S57CMP1847_Scaffold_20555|0|2916', 'S57CMP1847_Scaffold_701|0|36400']	2	39316	1.18760619539197
Bin_S57.32	2000	Bathypelagic	3227424.75648462	FALSE	2592	1648	1266	55.8852832481829	42.9312916214803	87.8972416136469	88.79	91.37	0.86	33.33	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Balneola	Balneola sp002364085	402	2948898	31584	9067	3824	MP1847	8	16	Defense_System|Borvo|Borvo,Defense_System|PrrC|PrrC,Defense_System|RM|RM_Type_IIG,Defense_System|Septu|Septu,Defense_System|PD-Lambda-5|PD-Lambda-5,Defense_System|RM|RM_Type_II,Defense_System|SoFIC|SoFic,Defense_System|AbiE|AbiE	Bin_S57.32_01644,Bin_S57.32_01642,Bin_S57.32_01463,Bin_S57.32_01911,Bin_S57.32_01910,Bin_S57.32_01228,Bin_S57.32_00161,Bin_S57.32_00329,Bin_S57.32_00328,Bin_S57.32_01641,Bin_S57.32_01912,Bin_S57.32_02157,Bin_S57.32_01464,Bin_S57.32_01265,Bin_S57.32_01643,Bin_S57.32_02156	2.71287782758169	0.617283950617284	{'MP1847_4097', 'MP1847_3766'}	['S57CMP1847_Scaffold_4097|0|9221', 'S57CMP1847_Scaffold_3766|0|9767']	2	18988	0.643901552376515
